COUNTYFP_vest,PCTNUM_vest,PRECINCTNA_vest,G20PREDBID_vest,COUNTYFP_sos,precinct_name_sos,G20PREDBID_sos
001,AP0002,ALPINE,94,001,02 ALPINE,94
001,AP0003,CANYON DE CHELLY,1982,001,03 CANYON DE CHELLY,1982
001,AP0005,CHINLE,989,001,05 CHINLE,989
001,AP0009,CONCHO,333,001,09 CONCHO,333
001,AP0010,CORNFIELDS,393,001,10 CORNFIELDS,393
001,AP0012,CORONADO,748,001,12 CORONADO,111
001,AP0011,COTTONWOOD,111,001,11 COTTONWOOD,748
001,AP0013,DENNEHOTSO,560,001,13 DENNEHOTSO,560
001,AP0016,EAGAR,159,001,16 EAGAR,159
001,AP0017,FLAT TOP,105,001,17 FLAT TOP,105
001,AP0019,FT DEFIANCE,1940,001,19 FT. DEFIANCE,1940
001,AP0022,GANADO NORTH,416,001,22 GANADO NORTH,416
001,AP0023,GANADO SOUTH,647,001,23 GANADO SOUTH,647
001,AP0025,GREER,42,001,25 GREER,42
001,AP0027,HOUCK,548,001,27 HOUCK,548
001,AP0029,KINLICHEE,591,001,29 KINLICHEE,591
001,AP0031,KLAGETOH,436,001,31 KLAGETOH,436
001,AP0033,LUKACHUKAI,889,001,33 LUKACHUKAI,889
001,AP0035,LUPTON,321,001,35 LUPTON,321
001,AP0039,MANY FARMS,1030,001,39 MANY FARMS,1030
001,AP0037,MCNARY,85,001,37 MCNARY,85
001,AP0041,MEXICAN WATER,135,001,41 MEXICAN WATER,135
001,AP0043,NAZLINI,554,001,43 NAZLINI,554
001,AP0045,NUTRIOSO,79,001,45 NUTRIOSO,79
001,AP0046,OAK SPRINGS,282,001,46 OAK SPRINGS,282
001,AP0048,PUERCO E/W,724,001,48 PUERCO,724
001,AP0051,RED MESA,173,001,51 RED MESA,173
001,AP0052,RED VALLEY,317,001,52 RED VALLEY,317
001,AP0054,ROCK POINT,802,001,54 ROCK POINT,802
001,AP0056,ROUGH ROCK,526,001,56 ROUGH ROCK,526
001,AP0058,ROUND ROCK,566,001,58 ROUND ROCK,566
001,AP0059,ROUND VALLEY,92,001,59 ROUND VALLEY,92
001,AP0067,SAWMILL,480,001,67 SAWMILL,480
001,AP0070,SPRINGERVILLE,159,001,70 SPRINGERVILLE,159
001,AP0061,ST JOHNS,236,001,61 ST. JOHNS,236
001,AP0065,ST MICHAELS,1265,001,65 ST. MICHAELS,1265
001,AP0074,STEAMBOAT,736,001,74 STEAMBOAT,736
001,AP0076,SWEETWATER,312,001,76 SWEETWATER,312
001,AP0078,TACHEE,294,001,78 TACHEE,294
001,AP0080,TEEC NOS POS,436,001,80 TEEC NOS POS,436
001,AP0082,VERNON,238,001,82 VERNON,238
001,AP0084,WHEATFIELDS,988,001,84 WHEATFIELDS,988
001,AP0086,WIDE RUINS,425,001,86 WIDE RUINS,425
001,AP0088,WINDOW ROCK,1055,001,88 WINDOW ROCK,1055
003,CH0001,BE BENSON,442,003,01 BE BENSON,442
003,CH0002,BE J-SIX,445,003,02 BE J-SIX,445
003,CH0003,BE SAN PEDRO,508,003,03 BE SAN PEDRO,508
003,CH0004,BI BISBEE,908,003,04 BI BISBEE,908
003,CH0005,BI DON LUIS,698,003,05 BI DON LUIS,698
003,CH0006,BI WARREN,783,003,06 BI WARREN,783
003,CH0007,BOWIE,62,003,07 BOWIE,62
003,CH0008,COCHISE STRONGHOLD,404,003,08 COCHISE STRONGHOLD,404
003,CH0009,DO CALVARY,751,003,09 DO CALVARY,751
003,CH0010,DO CARLSON,926,003,10 DO CARLSON,926
003,CH0011,DO CASTRO PARK,891,003,11 DO CASTRO PARK,891
003,CH0012,DO GADSDEN,664,003,12 DO GADSDEN,664
003,CH0013,DO SUNNYSIDE,641,003,13 DO SUNNYSIDE,641
003,CH0014,GREATER SAN PEDRO,390,003,14 GREATER SAN PEDRO,390
003,CH0015,HEREFORD,567,003,15 HEREFORD,567
003,CH0016,HUACHUCA,296,003,16 HUACHUCA,296
003,CH0017,MCNEAL,231,003,17 MCNEAL,231
003,CH0018,NACO,314,003,18 NACO,314
003,CH0019,PALOMINAS,341,003,19 PALOMINAS,341
003,CH0020,PIRTLEVILLE,576,003,20 PIRTLEVILLE,576
003,CH0021,POMERENE,271,003,21 POMERENE,271
003,CH0022,PORTAL,130,003,22 PORTAL,130
003,CH0023,SAN SIMON,31,003,23 SAN SIMON,31
003,CH0024,ST DAVID,332,003,24 ST DAVID,332
003,CH0025,SUNIZONA,123,003,25 SUNIZONA,123
003,CH0026,SV AVENIDA DEL SOL,722,003,26 SV AVENIDA DEL SOL,722
003,CH0027,SV BUFFALO SOLDIER,871,003,27 SV BUFFALO SOLDIER,871
003,CH0028,SV BUSBY,576,003,28 SV BUSBY,576
003,CH0029,SV CARMELITA,372,003,29 SV CARMELITA,372
003,CH0030,SV CLOUD,327,003,30 SV CLOUD,327
003,CH0031,SV COLLEGE,624,003,31 SV COLLEGE,624
003,CH0032,SV COUNTRY CLUB,685,003,32 SV COUNTRY CLUB,685
003,CH0033,SV ESTATES,584,003,33 SV ESTATES,584
003,CH0034,SV HOPI,517,003,34 SV HOPI,517
003,CH0035,SV MOSON,442,003,35 SV MOSON,442
003,CH0036,SV PUEBLO DEL SOL,446,003,36 SV PUEBLO DEL SOL,446
003,CH0037,SV RAMSEY,422,003,37 SV RAMSEY,422
003,CH0038,SV SNYDER,406,003,38 SV SNYDER,406
003,CH0039,SV SOLDIER CREEK,849,003,39 SV SOLDIER CREEK,849
003,CH0040,SV TOWN & COUNTRY,550,003,40 SV TOWN & COUNTRY,550
003,CH0041,SV VILLAGE MEADOWS,731,003,41 SV VILLAGE MEADOWS,731
003,CH0042,SV VISTA VILLAGE,583,003,42 SV VISTA VILLAGE,583
003,CH0043,SV YAQUI,602,003,43 SV YAQUI,602
003,CH0044,TOMBSTONE,346,003,44 TOMBSTONE,346
003,CH0045,WEBB,133,003,45 WEBB,133
003,CH0046,WHETSTONE,501,003,46 WHETSTONE,501
003,CH0047,WI KANSAS SETTLEMENT,285,003,47 WI KANSAS SETTLEMENT,285
003,CH0048,WI STEWART,205,003,48 WI STEWART,205
003,CH0049,WI WILLCOX,228,003,49 WI WILLCOX,228
005,CN0040,BELLEMONT,282,005,BELLEMONT 40,282
005,CN0041,BLUE RIDGE,143,005,BLUE RIDGE 41,143
005,CN0042,BODAWAY,566,005,BODAWAY 42,566
005,CN0043,CAMERON,653,005,CAMERON 43,653
005,CN0048,COALMINE,319,005,COALMINE 48,186
005,CN0047,COPPERMINE,186,005,COPPERMINE 47,319
005,CN0050,DONEY PARK,752,005,DONEY PARK 50,752
005,CN0001,FLAGSTAFF #01,1178,005,FLAGSTAFF 1,1178
005,CN0002,FLAGSTAFF #02,1060,005,FLAGSTAFF 2,1060
005,CN0003,FLAGSTAFF #03,798,005,FLAGSTAFF 3,798
005,CN0004,FLAGSTAFF #04,1149,005,FLAGSTAFF 4,1149
005,CN0005,FLAGSTAFF #05,1342,005,FLAGSTAFF 5,1342
005,CN0006,FLAGSTAFF #06,1091,005,FLAGSTAFF 6,1091
005,CN0007,FLAGSTAFF #07,860,005,FLAGSTAFF 7,860
005,CN0008,FLAGSTAFF #08,611,005,FLAGSTAFF 8,611
005,CN0009,FLAGSTAFF #09,1193,005,FLAGSTAFF 9,1193
005,CN0010,FLAGSTAFF #10,162,005,FLAGSTAFF 10,162
005,CN0011,FLAGSTAFF #11,595,005,FLAGSTAFF 11,595
005,CN0012,FLAGSTAFF #12,872,005,FLAGSTAFF 12,872
005,CN0013,FLAGSTAFF #13,248,005,FLAGSTAFF 13,248
005,CN0014,FLAGSTAFF #14,903,005,FLAGSTAFF 14,903
005,CN0015,FLAGSTAFF #15,1622,005,FLAGSTAFF 15,1622
005,CN0016,FLAGSTAFF #16,1181,005,FLAGSTAFF 16,1181
005,CN0017,FLAGSTAFF #17,382,005,FLAGSTAFF 17,382
005,CN0018,FLAGSTAFF #18,382,005,FLAGSTAFF 18,382
005,CN0019,FLAGSTAFF #19,1000,005,FLAGSTAFF 19,1000
005,CN0020,FLAGSTAFF #20,427,005,FLAGSTAFF 20,427
005,CN0021,FLAGSTAFF #21,1303,005,FLAGSTAFF 21,1303
005,CN0022,FLAGSTAFF #22,1658,005,FLAGSTAFF 22,1658
005,CN0023,FLAGSTAFF #23,994,005,FLAGSTAFF 23,994
005,CN0024,FLAGSTAFF #24,1502,005,FLAGSTAFF 24,1502
005,CN0025,FLAGSTAFF #25,1119,005,FLAGSTAFF 25,1119
005,CN0026,FLAGSTAFF #26,549,005,FLAGSTAFF 26,549
005,CN0053,FOREST LAKES,40,005,FOREST LAKES 53,40
005,CN0055,FORT VALLEY EAST,197,005,FORT VALLEY EAST 55,197
005,CN0056,FORT VALLEY WEST,363,005,FORT VALLEY WEST 56,363
005,CN0058,FREDONIA,116,005,FREDONIA 58,116
005,CN0059,GRAND CANYON,495,005,GRAND CANYON 59,495
005,CN0060,HAVASUPAI,57,005,HAVASUPAI 60,57
005,CN0061,INSCRIPTION HOUSE,307,005,INSCRIPTION HOUSE 61,307
005,CN0064,KAIBAB NORTH,4,005,KAIBAB NORTH 64,4
005,CN0066,KAIBAB WEST,135,005,KAIBAB WEST 66,135
005,CN0065,KAIBETO,735,005,KAIBETO 65,735
005,CN0067,LECHEE,534,005,LECHEE 67,534
005,CN0069,LEUPP,844,005,LEUPP 69,844
005,CN0070,MOENKOPI,257,005,MOENKOPI 70,257
005,CN0063,MORMON LAKE,61,005,MORMON LAKE 63,61
005,CN0086,MOUNTAIN VIEW,101,005,MOUNTAIN VIEW 86,101
005,CN0071,NAVAJO MOUNTAIN,71,005,NAVAJO MOUNTAIN 71,71
005,CN0072,PAGE CENTRAL,350,005,PAGE CENTRAL 72,350
005,CN0073,PAGE EAST,313,005,PAGE EAST 73,313
005,CN0074,PAGE SOUTH,330,005,PAGE SOUTH 74,330
005,CN0075,PAGE WEST,387,005,PAGE WEST 75,387
005,CN0079,PARKS,303,005,PARKS 79,303
005,CN0080,PINEWOOD,316,005,PINEWOOD 80,316
005,CN0062,PUMPHOUSE WASH,1696,005,PUMPHOUSE WASH 62,1696
005,CN0084,RANCHES,228,005,RANCHES 84,228
005,CN0051,SCHULTZ,39,005,SCHULTZ 51,39
005,CN0082,SEDONA NORTH,456,005,SEDONA NORTH 82,456
005,CN0083,SEDONA SOUTH,797,005,SEDONA SOUTH 83,797
005,CN0085,SUNSET CRATER,692,005,SUNSET CRATER 85,692
005,CN0052,TIMBERLINE FERNWOOD,688,005,TIMBERLINE FERNWOOD 52,688
005,CN0088,TOLANI LAKE,269,005,TOLANI LAKE 88,269
005,CN0090,TONALEA,1140,005,TONALEA 90,1140
005,CN0093,TUBA CITY NORTHEAST,654,005,TUBA CITY NORTHEAST 93,654
005,CN0094,TUBA CITY NORTHWEST,564,005,TUBA CITY NORTHWEST 94,564
005,CN0095,TUBA CITY SOUTH,2302,005,TUBA CITY SOUTH 95,2302
005,CN0097,TUSAYAN,258,005,TUSAYAN 97,258
005,CN0098,WILLIAMS NORTHSIDE,525,005,WILLIAMS NORTHSIDE 98,525
005,CN0099,WILLIAMS SOUTHSIDE,298,005,WILLIAMS SOUTHSIDE 99,298
005,CN0092,WINONA,694,005,WINONA 92,694
007,GI0400,CANYON DAY,264,007,Canyon Day,264
007,GI0405,CARRIZO,12,007,Carrizo,12
007,GI0175,CENTRAL HEIGHTS,110,007,Central Heights,110
007,GI0160,CLAYPOOL #1,165,007,Claypool #1,165
007,GI0165,CLAYPOOL #2,205,007,Claypool #2,205
007,GI0170,CLAYPOOL #3,148,007,Claypool #3,148
007,GI0300,COPPER BASIN,328,007,Copper Basin,328
007,GI0140,EAST GLOBE,260,007,East Globe,260
007,GI0305,GISELA,97,007,Gisela,97
007,GI0100,GLOBE #1,142,007,Globe #1,142
007,GI0135,GLOBE #11,162,007,Globe #11,162
007,GI0105,GLOBE #2,81,007,Globe #2,81
007,GI0110,GLOBE #3,47,007,Globe #3,47
007,GI0115,GLOBE #4,229,007,Globe #4,229
007,GI0120,GLOBE #6,262,007,Globe #6,262
007,GI0125,GLOBE #7,138,007,Globe #7,138
007,GI0130,GLOBE #8,187,007,Globe #8,187
007,GI0150,MIAMI #1,148,007,Miami #1,148
007,GI0155,MIAMI #3,168,007,Miami #3,168
007,GI0310,P/S EAST,430,007,Pine-Strawberry East,149
007,GI0315,P/S WEST,149,007,Pine Strawberry West,430
007,GI0200,PAYSON #1,263,007,Payson #1,263
007,GI0205,PAYSON #2,414,007,Payson #2,414
007,GI0210,PAYSON #3,639,007,Payson #3,639
007,GI0215,PAYSON #4,322,007,Payson #4,322
007,GI0220,PAYSON #5,369,007,Payson #5,369
007,GI0225,PAYSON #6,255,007,Payson #6,255
007,GI0230,PAYSON #7,217,007,Payson #7,217
007,GI0235,PAYSON #8,313,007,Payson #8,313
007,GI0180,PINAL CREEK,85,007,Pinal Creek,85
007,GI0320,ROOSEVELT,48,007,Roosevelt,48
007,GI0410,SAN CARLOS,1265,007,San Carlos,1265
007,GI0325,SIERRA ANCHA,20,007,Sierra Ancha,20
007,GI0240,STAR VALLEY,480,007,Star Valley,480
007,GI0330,TONTO BASIN,209,007,Tonto Basin,209
007,GI0185,WHEATFIELDS,36,007,Wheatfields,36
007,GI0335,WHISPERING PINES,52,007,Whispering Pines,52
007,GI0340,YOUNG,65,007,Young,65
007,GI0345,ZANE GREY,159,007,Zane Grey,159
009,GM0020,ARTESIA,100,009,Artesia #20,100
009,GM0013,BONITA,12,009,Bonita #13,12
009,GM0011,BYLAS,606,009,Bylas #11,606
009,GM0017,CACTUS,46,009,Cactus #17,46
009,GM0008,CENTRAL,37,009,Central #8,37
009,GM0019,DESERT HILLS,152,009,Desert Hills #19,152
009,GM0010,FORT THOMAS,22,009,Ft Thomas #10,22
009,GM0022,GILA RIVER,11,009,Gila River #22,11
009,GM0018,JACKSON,174,009,Jackson #18,174
009,GM0012,KLONDYKE,14,009,Klondyke #12,14
009,GM0004,LAYTON,177,009,Layton #4,177
009,GM0005,LAYTON,296,009,Layton #5,296
009,GM0016,PERIDOT,471,009,Peridot #16,471
009,GM0009,PIMA,289,009,Pima #9,289
009,GM0021,QUATRO CERROS,13,009,Quatro Cerros #21,13
009,GM0002,SAFFORD,382,009,Safford #2,382
009,GM0003,SAFFORD,134,009,Safford #3,134
009,GM0015,SAFFORD,415,009,Safford #15,415
009,GM0001,SOLOMON,242,009,Solomon #1,242
009,GM0006,THATCHER,90,009,Thatcher #6,90
009,GM0007,THATCHER,296,009,Thatcher #7,296
009,GM0014,THUNDERBIRD,55,009,Thunderbird #14,55
011,GN0002,BLUE,2,011,002 Blue,2
011,GN0003,CLIFTON 1,329,011,003 Clifton 1,329
011,GN0004,CLIFTON 2,226,011,004 Clifton 2,226
011,GN0008,DUNCAN,143,011,008 Duncan,143
011,GN0001,EAGLE,1,011,001 Eagle,1
011,GN0006,EAST PLANTSITE,46,011,006 East Plantsite,46
011,GN0005,MORENCI,278,011,005 Morenci,278
011,GN0007,YORK/SHELDON,157,011,007 York/Sheldon,157
012,LP0055,BOUSE,73,012,055 Bouse,73
012,LP0059,CIBOLA,14,012,059 Cibola,14
012,LP0060,EHRENBERG,86,012,060 Ehrenberg,86
012,LP0051,PARKER 1,1000,012,051 Parker,1000
012,LP0052,POSTON,167,012,052 Poston,167
012,LP0058,QUARTZSITE 2,231,012,058 Quartzsite Two,231
012,LP0064,QUARTZSITE 3,131,012,064 Quartzsite Three,131
012,LP0057,SALOME,161,012,057 Salome,161
012,LP0054,UPRIVER,290,012,054 Upriver,290
012,LP0062,VICKSBURG,47,012,062 Vicksburg,47
012,LP0056,WENDEN,36,012,056 Wenden,36
013,MC0001,ACACIA,1770,013,0001 ACACIA,1770
013,MC0002,ACOMA,1029,013,0002 ACOMA,1029
013,MC0003,ACUNA,1655,013,0003 ACUNA,1655
013,MC0004,ADOBE,875,013,0004 ADOBE,875
013,MC0005,ADORA,2853,013,0005 ADORA,2853
013,MC0006,AGUA FRIA,575,013,0006 AGUA FRIA,575
013,MC0007,AGUILA,103,013,0007 AGUILA,103
013,MC0008,AHWATUKEE,1936,013,0008 AHWATUKEE,1936
013,MC0009,AIRLINE CANAL,1422,013,0009 AIRLINE CANAL,1422
013,MC0010,ALAMO,1825,013,0010 ALAMO,1825
013,MC0011,ALEXANDER,2729,013,0011 ALEXANDER,2729
013,MC0012,ALHAMBRA,586,013,0012 ALHAMBRA,586
013,MC0013,ALPACA,662,013,0013 ALPACA,662
013,MC0014,ALSUP,304,013,0014 ALSUP,304
013,MC0015,ALTADENA,449,013,0015 ALTADENA,449
013,MC0016,ALVARADO,1096,013,0016 ALVARADO,1096
013,MC0017,AMBER,811,013,0017 AMBER,811
013,MC0018,ANDERSON,914,013,0018 ANDERSON,914
013,MC0019,ANDORA,1179,013,0019 ANDORA,1179
013,MC0020,ANGELA,1747,013,0020 ANGELA,1747
013,MC0021,ANNETTE,1430,013,0021 ANNETTE,1430
013,MC0022,APACHE,462,013,0022 APACHE,462
013,MC0023,APACHE PARK,812,013,0023 APACHE PARK,812
013,MC0024,APACHE WELLS,1704,013,0024 APACHE WELLS,1704
013,MC0025,APPLEBY,2750,013,0025 APPLEBY,2750
013,MC0026,ARBOLEDA,1101,013,0026 ARBOLEDA,1101
013,MC0027,ARCADIA,1702,013,0027 ARCADIA,1702
013,MC0028,ARDMORE,2408,013,0028 ARDMORE,2408
013,MC0029,ARLINGTON,21,013,0029 ARLINGTON,21
013,MC0030,ARROWHEAD RANCH,810,013,0030 ARROWHEAD RANCH,810
013,MC0031,ARTESIAN,1323,013,0031 ARTESIAN,1323
013,MC0032,ASTER,928,013,0032 ASTER,928
013,MC0033,ATHENS,1062,013,0033 ATHENS,1062
013,MC0034,AUGUSTA,544,013,0034 AUGUSTA,544
013,MC0035,AUGUSTA RANCH,1207,013,0035 AUGUSTA RANCH,1207
013,MC0036,AVIANO,2036,013,0036 AVIANO,2036
013,MC0037,AVONDALE,901,013,0037 AVONDALE,901
013,MC0038,AZTEC SPRINGS,1628,013,0038 AZTEC SPRINGS,1628
013,MC0039,BALBOA,2038,013,0039 BALBOA,2038
013,MC0040,BALSZ,2324,013,0040 BALSZ,2324
013,MC0041,BARNES,1089,013,0041 BARNES,1089
013,MC0042,BAYSHORE,2563,013,0042 BAYSHORE,2563
013,MC0043,BEARDSLEY,1719,013,0043 BEARDSLEY,1719
013,MC0044,BERYL,812,013,0044 BERYL,812
013,MC0045,BETHANY,877,013,0045 BETHANY,877
013,MC0046,BETHANY PARK,500,013,0046 BETHANY PARK,500
013,MC0047,BETHUNE,902,013,0047 BETHUNE,902
013,MC0048,BILTMORE,1301,013,0048 BILTMORE,1301
013,MC0049,BISCUIT FLAT,907,013,0049 BISCUIT FLAT,907
013,MC0050,BLACK CANYON,2650,013,0050 BLACK CANYON,2650
013,MC0051,BLACK GOLD,900,013,0051 BLACK GOLD,900
013,MC0052,BLACKHAWK,1442,013,0052 BLACKHAWK,1442
013,MC0053,BLOOM,746,013,0053 BLOOM,746
013,MC0054,BLUE SKY,361,013,0054 BLUE SKY,361
013,MC0055,BLUEBIRD,2610,013,0055 BLUEBIRD,2610
013,MC0056,BLUEFIELD,1215,013,0056 BLUEFIELD,1215
013,MC0057,BONANZA,680,013,0057 BONANZA,680
013,MC0058,BONSALL PARK,423,013,0058 BONSALL PARK,423
013,MC0059,BREWER,1259,013,0059 BREWER,1259
013,MC0060,BRONCO,1382,013,0060 BRONCO,1382
013,MC0061,BROOKS FARM,2218,013,0061 BROOKS FARM,2218
013,MC0062,BUCKEYE,520,013,0062 BUCKEYE,520
013,MC0063,BUCKLEY,1175,013,0063 BUCKLEY,1175
013,MC0064,BUFFALO RIDGE,1733,013,0064 BUFFALO RIDGE,1733
013,MC0065,BULLARD,40,013,0065 BULLARD,40
013,MC0066,BULLMOOSE,831,013,0066 BULLMOOSE,831
013,MC0067,BUNKER PEAK,104,013,0067 BUNKER PEAK,104
013,MC0068,BURGESS,1469,013,0068 BURGESS,1469
013,MC0069,BUTLER,2828,013,0069 BUTLER,2828
013,MC0070,CACTUS GLEN,1132,013,0070 CACTUS GLEN,1132
013,MC0071,CAIRO,1699,013,0071 CAIRO,1699
013,MC0072,CALAVAR,603,013,0072 CALAVAR,603
013,MC0073,CALAVEROS,841,013,0073 CALAVEROS,841
013,MC0074,CALYPSO,1049,013,0074 CALYPSO,1049
013,MC0075,CAMBRIDGE,418,013,0075 CAMBRIDGE,418
013,MC0076,CAMELOT,2498,013,0076 CAMELOT,2498
013,MC0077,CAMEO,1180,013,0077 CAMEO,1180
013,MC0078,CAMPBELL,1200,013,0078 CAMPBELL,1200
013,MC0079,CAMPBELL PARK,1104,013,0079 CAMPBELL PARK,1104
013,MC0080,CANDLELIGHT,1367,013,0080 CANDLELIGHT,1367
013,MC0081,CANTERBURY,1394,013,0081 CANTERBURY,1394
013,MC0082,CANYON,97,013,0082 CANYON,97
013,MC0083,CANYON RIM,1211,013,0083 CANYON RIM,1211
013,MC0084,CAPITOL SCHOOL,1227,013,0084 CAPITOL SCHOOL,1227
013,MC0085,CARDINAL,1812,013,0085 CARDINAL,1812
013,MC0086,CAREFREE,1127,013,0086 CAREFREE,1127
013,MC0087,CARL,1735,013,0087 CARL,1735
013,MC0088,CARLA VISTA,1334,013,0088 CARLA VISTA,1334
013,MC0089,CAROL ANN,1499,013,0089 CAROL ANN,1499
013,MC0090,CARON,1086,013,0090 CARON,1086
013,MC0091,CARRIAGE LANE,1473,013,0091 CARRIAGE LANE,1473
013,MC0092,CARVER,1882,013,0092 CARVER,1882
013,MC0093,CASHION,3463,013,0093 CASHION,3463
013,MC0094,CATAMARAN,1028,013,0094 CATAMARAN,1028
013,MC0095,CAVE BUTTES,2177,013,0095 CAVE BUTTES,2177
013,MC0096,CAVE CREEK,1200,013,0096 CAVE CREEK,1200
013,MC0097,CELAYA,2021,013,0097 CELAYA,2021
013,MC0098,CENTENNIAL,802,013,0098 CENTENNIAL,802
013,MC0099,CENTRAL HIGH,1952,013,0099 CENTRAL HIGH,1952
013,MC0100,CHALLENGER,1328,013,0100 CHALLENGER,1328
013,MC0101,CHANDLER HEIGHTS,2006,013,0101 CHANDLER HEIGHTS,2006
013,MC0102,CHAVEZ,760,013,0102 CHAVEZ,760
013,MC0103,CHEATHAM,3404,013,0103 CHEATHAM,3404
013,MC0104,CHENEY,1188,013,0104 CHENEY,1188
013,MC0105,CHILTON,930,013,0105 CHILTON,930
013,MC0106,CHOLLA,1607,013,0106 CHOLLA,1607
013,MC0107,CHRISTY,690,013,0107 CHRISTY,690
013,MC0108,CIELO,1535,013,0108 CIELO,1535
013,MC0109,CIELO GRANDE,1218,013,0109 CIELO GRANDE,1218
013,MC0110,CITRUS,1515,013,0110 CITRUS,1515
013,MC0111,CITRUS GARDENS,1429,013,0111 CITRUS GARDENS,1429
013,MC0112,CITRUS GROVES,1624,013,0112 CITRUS GROVES,1624
013,MC0113,CLAY MINE,169,013,0113 CLAY MINE,169
013,MC0114,CLEARVIEW,1548,013,0114 CLEARVIEW,1548
013,MC0115,CLEARWATER,530,013,0115 CLEARWATER,530
013,MC0116,CLIFFVIEW,780,013,0116 CLIFFVIEW,780
013,MC0117,CLOUD,1594,013,0117 CLOUD,1594
013,MC0118,CLOVER,522,013,0118 CLOVER,522
013,MC0119,CLUB WEST,2708,013,0119 CLUB WEST,2708
013,MC0120,COCOPAH,795,013,0120 COCOPAH,795
013,MC0121,COLDWATER RIDGE,1918,013,0121 COLDWATER RIDGE,1918
013,MC0122,COLONIA,2644,013,0122 COLONIA,2644
013,MC0123,COLONNADE,1994,013,0123 COLONNADE,1994
013,MC0124,COLTER,878,013,0124 COLTER,878
013,MC0125,COMET,1333,013,0125 COMET,1333
013,MC0126,COMMONWEALTH,1191,013,0126 COMMONWEALTH,1191
013,MC0127,COMPADRE,2676,013,0127 COMPADRE,2676
013,MC0128,COMSTOCK,874,013,0128 COMSTOCK,874
013,MC0129,CONCORD,913,013,0129 CONCORD,913
013,MC0130,CONQUISTADOR,472,013,0130 CONQUISTADOR,472
013,MC0131,CONTENTION MINE,667,013,0131 CONTENTION MINE,667
013,MC0132,COPPER HILLS,1240,013,0132 COPPER HILLS,1240
013,MC0133,COPPERWOOD,745,013,0133 COPPERWOOD,745
013,MC0134,CORA,773,013,0134 CORA,773
013,MC0135,CORBELL,2202,013,0135 CORBELL,2202
013,MC0136,CORDES,1056,013,0136 CORDES,1056
013,MC0137,CORDONIZ,1483,013,0137 CORDONIZ,1483
013,MC0138,CORDOVA,538,013,0138 CORDOVA,538
013,MC0139,CORONA,926,013,0139 CORONA,926
013,MC0140,CORONADO,1690,013,0140 CORONADO,1690
013,MC0141,CORRINE,1047,013,0141 CORRINE,1047
013,MC0142,CORTEZ,680,013,0142 CORTEZ,680
013,MC0143,COTTON LANE,2046,013,0143 COTTON LANE,2046
013,MC0144,COTTONWOOD COUNTRY CLUB,1638,013,0144 COTTONWOOD COUNTRY CLUB,1638
013,MC0145,COUNTRY GABLES,489,013,0145 COUNTRY GABLES,489
013,MC0146,COUNTRY MEADOWS,351,013,0146 COUNTRY MEADOWS,351
013,MC0147,COVINA,1037,013,0147 COVINA,1037
013,MC0148,COYOTE BASIN,1196,013,0148 COYOTE BASIN,1196
013,MC0149,COYOTE HILLS,1169,013,0149 COYOTE HILLS,1169
013,MC0150,COYOTE LAKES,802,013,0150 COYOTE LAKES,802
013,MC0151,CREEDANCE,1466,013,0151 CREEDANCE,1466
013,MC0152,CREIGHTON,1901,013,0152 CREIGHTON,1901
013,MC0153,CRESCENT,411,013,0153 CRESCENT,411
013,MC0154,CRISMON,2221,013,0154 CRISMON,2221
013,MC0155,CROCUS,600,013,0155 CROCUS,600
013,MC0156,CROSBY,482,013,0156 CROSBY,482
013,MC0157,CROSSROADS PARK,2257,013,0157 CROSSROADS PARK,2257
013,MC0158,CRYSTAL GARDENS,2522,013,0158 CRYSTAL GARDENS,2522
013,MC0159,CULLUMBER,1142,013,0159 CULLUMBER,1142
013,MC0160,CULVER,961,013,0160 CULVER,961
013,MC0161,DAHLIA,646,013,0161 DAHLIA,646
013,MC0162,DAISY,782,013,0162 DAISY,782
013,MC0163,DALLAS,1350,013,0163 DALLAS,1350
013,MC0164,DANBURY,1080,013,0164 DANBURY,1080
013,MC0165,DANYELL,1845,013,0165 DANYELL,1845
013,MC0166,DARROW,1229,013,0166 DARROW,1229
013,MC0167,DC RANCH,2997,013,0167 DC RANCH,2997
013,MC0168,DEADMAN WASH,1038,013,0168 DEADMAN WASH,1038
013,MC0169,DEER VALLEY,960,013,0169 DEER VALLEY,960
013,MC0170,DEERVIEW,480,013,0170 DEERVIEW,480
013,MC0171,DEL JOYA,1487,013,0171 DEL JOYA,1487
013,MC0172,DEL RIO,1775,013,0172 DEL RIO,1775
013,MC0173,DESERT BELL,1840,013,0173 DESERT BELL,1840
013,MC0174,DESERT BLOSSOM,704,013,0174 DESERT BLOSSOM,704
013,MC0175,DESERT COVE,1243,013,0175 DESERT COVE,1243
013,MC0176,DESERT EDGE,1917,013,0176 DESERT EDGE,1917
013,MC0177,DESERT HARBOR,1638,013,0177 DESERT HARBOR,1638
013,MC0178,DESERT HAVEN,1941,013,0178 DESERT HAVEN,1941
013,MC0179,DESERT HIGHLANDS,992,013,0179 DESERT HIGHLANDS,992
013,MC0180,DESERT HILLS,917,013,0180 DESERT HILLS,917
013,MC0181,DESERT MIRAGE,1200,013,0181 DESERT MIRAGE,1200
013,MC0182,DESERT OASIS,2206,013,0182 DESERT OASIS,2206
013,MC0183,DESERT SAGE,2263,013,0183 DESERT SAGE,2263
013,MC0184,DESERT SKY,1721,013,0184 DESERT SKY,1721
